date,1. open,2. high,3. low,4. close,5. volume
2025-01-28,17.08,17.47,16.955,17.15,29817403.0
2025-01-27,16.82,17.54,16.705,17.2,40497957.0
2025-01-24,16.845,17.34,16.55,16.96,37782479.0
2025-01-23,17.3,17.536,16.73,17.03,94892398.0
2025-01-22,19.085,19.1,18.37,18.66,58392393.0
2025-01-21,18.52,18.65,18.27,18.64,30731602.0
2025-01-17,18.55,18.57,18.16,18.27,20438502.0
2025-01-16,18.02,18.33,17.78,18.29,22031769.0
2025-01-15,18.54,18.56,17.97,18.07,20401951.0
2025-01-14,17.79,18.24,17.79,18.21,26175829.0
2025-01-13,17.915,17.98,17.32,17.6,28427221.0
2025-01-10,17.93,18.45,17.8,18.38,43954004.0
2025-01-08,17.53,17.72,17.075,17.6,23093606.0
2025-01-07,17.58,17.99,17.53,17.69,25491193.0
2025-01-06,17.64,17.94,17.38,17.52,31834608.0
2025-01-03,17.03,17.03,16.27,16.97,23806983.0
2025-01-02,17.4,17.63,16.83,17.0,19027519.0
2024-12-31,17.63,17.7488,17.35,17.43,12704607.0
2024-12-30,17.27,17.73,17.15,17.62,20436357.0
2024-12-27,17.19,17.38,17.01,17.35,29500525.0
2024-12-26,17.07,17.39,17.05,17.35,10383937.0
2024-12-24,17.0,17.36,16.8,17.35,14234339.0
2024-12-23,16.87,17.27,16.87,17.25,15777167.0
2024-12-20,16.57,17.18,16.53,16.88,28664937.0
2024-12-19,16.65,16.795,16.48,16.64,17832697.0
2024-12-18,16.77,17.28,16.26,16.47,25019523.0
2024-12-17,16.45,16.74,16.22,16.72,23622031.0
2024-12-16,16.91,16.955,16.46,16.52,15741028.0
2024-12-13,17.28,17.31,16.81,16.92,20174294.0
2024-12-12,17.61,17.8,17.225,17.24,17692173.0
2024-12-11,17.61,17.74,17.41,17.58,20711765.0
2024-12-10,17.95,18.205,17.37,17.49,34174838.0
2024-12-09,17.52,17.52,17.01,17.16,29732962.0
2024-12-06,17.51,18.09,17.265,17.4,43091752.0
2024-12-05,16.01,17.8,15.96,17.38,110116882.0
2024-12-04,14.9,15.05,14.61,14.88,18414731.0
2024-12-03,14.59,14.75,14.44,14.47,16128986.0
2024-12-02,14.57,14.75,14.38,14.61,18780413.0
2024-11-29,14.68,14.74,14.5,14.52,9503512.0
2024-11-27,14.68,14.75,14.46,14.64,14433865.0
2024-11-26,14.79,15.01,14.605,14.64,21625342.0
2024-11-25,14.65,15.125,14.555,14.92,31551807.0
2024-11-22,14.22,14.44,14.085,14.38,20237017.0
2024-11-21,14.47,14.575,14.175,14.2,20758557.0
2024-11-20,14.18,14.49,14.0,14.46,25407057.0
2024-11-19,13.93,14.4,13.84,14.33,25329914.0
2024-11-18,14.39,14.435,14.03,14.29,18771088.0
2024-11-15,14.22,14.4,14.05,14.39,22756496.0
2024-11-14,14.22,14.665,14.175,14.26,33149231.0
2024-11-13,14.05,14.55,13.97,14.01,30234710.0
2024-11-12,13.975,14.08,13.73,13.91,20437605.0
2024-11-11,13.95,14.16,13.891,14.16,22833298.0
2024-11-08,13.69,14.03,13.67,13.81,20259220.0
2024-11-07,13.94,14.0,13.6,13.62,19654584.0
2024-11-06,14.01,14.17,13.795,14.0,38602636.0
2024-11-05,12.95,13.22,12.92,13.19,19112845.0
2024-11-04,13.5,13.5,12.96,12.99,25654132.0
2024-11-01,13.47,13.66,13.4,13.54,22838327.0
2024-10-31,13.79,13.89,13.38,13.4,26340875.0
2024-10-30,13.655,13.99,13.61,13.94,22463479.0
2024-10-29,13.38,13.86,13.28,13.82,28711494.0
2024-10-28,13.66,13.85,13.56,13.6,37079186.0
2024-10-25,12.94,13.44,12.75,13.15,44350761.0
2024-10-24,13.18,13.63,12.415,12.78,65532888.0
2024-10-23,12.85,13.04,12.66,12.83,30252695.0
2024-10-22,12.93,13.03,12.615,12.96,24163082.0
2024-10-21,12.98,13.1,12.775,12.97,27952575.0
2024-10-18,12.86,13.24,12.76,13.09,38307268.0
2024-10-17,12.865,12.97,12.67,12.81,30152396.0
2024-10-16,12.19,12.92,12.14,12.89,53137609.0
2024-10-15,12.12,12.47,12.0,12.03,36494714.0
2024-10-14,11.85,11.9476,11.7,11.87,20610477.0
2024-10-11,11.72,11.82,11.53,11.79,17697969.0
2024-10-10,11.77,12.0,11.65,11.76,26494579.0
2024-10-09,12.01,12.25,11.8732,11.93,34210669.0
2024-10-08,11.65,12.12,11.63,11.92,44740025.0
2024-10-07,11.55,11.6785,11.373,11.53,27611002.0
2024-10-04,11.3602,11.97,11.29,11.51,53747484.0
2024-10-03,10.69,10.94,10.565,10.82,32925554.0
2024-10-02,10.73,10.86,10.605,10.74,28779649.0
2024-10-01,11.27,11.33,10.82,10.9,42847416.0
2024-09-30,11.47,11.58,11.2,11.24,26735886.0
2024-09-27,11.82,11.86,11.56,11.56,30783826.0
2024-09-26,11.36,11.98,11.35,11.79,62353462.0
2024-09-25,11.06,11.175,10.97,11.0,29157137.0
2024-09-24,11.02,11.19,10.92,11.04,29446484.0
2024-09-23,11.0,11.03,10.76,10.98,30785063.0
2024-09-20,11.07,11.12,10.88,11.01,165832091.0
2024-09-19,11.32,11.39,11.06,11.11,34544392.0
2024-09-18,11.24,11.285,10.92,11.03,37396519.0
2024-09-17,10.99,11.26,10.95,11.17,38180034.0
2024-09-16,10.649,10.87,10.62,10.81,31026816.0
2024-09-13,10.98,11.18,10.61,10.69,36956039.0
2024-09-12,11.03,11.135,10.43,10.88,37878398.0
2024-09-11,10.95,11.01,10.485,10.77,40526831.0
2024-09-10,11.21,11.25,10.87,10.99,31767715.0
2024-09-09,10.85,11.225,10.85,11.22,44496158.0
2024-09-06,10.78,11.1,10.7,10.8,27842827.0
2024-09-05,10.84,11.16,10.75,10.8,38467278.0
2024-09-04,10.53,10.78,10.5035,10.63,22060205.0
